index,id,date,year,month,.day,yid,inv,p1,p1u,p2,p2u,p3,p3u,p4,p4u,p5,p5u,p6,p6u,p7,p7u,ball1,ball2,ball3,ball4,ball5,ball6,ball7,sbcode,sbnameE,sbnameC
2019115,19/115,13/10/2019,2019,10,13,115,101612510,0,0.0,1130870,4.5,92310,147.0,9600,359.0,640,7660.2,320,10131.5,40,149952.6,10,16,27,29,37,42,44,,,
2019114,19/114,08/10/2019,2019,10,08,114,78450179,0,0.0,1727070,2.0,61810,149.0,9600,367.0,640,7905.2,320,10131.0,40,130838.0,13,23,35,36,43,47,16,,,
2019113,19/113,03/10/2019,2019,10,03,113,70488672,0,0.0,885170,3.5,65050,127.0,9600,279.5,640,7582.6,320,7903.0,40,132549.3,1,12,13,15,19,45,44,,,
2019112,19/112,29/09/2019,2019,09,29,112,58916367,0,0.0,1506440,1.5,38500,156.5,9600,294.5,640,7560.6,320,7980.2,40,126021.5,2,3,7,10,18,48,33,,,
2019111,19/111,26/09/2019,2019,09,26,111,50482820,0,0.0,435610,5.0,74460,78.0,9600,285.5,640,4469.1,320,7859.8,40,79701.8,2,3,11,20,27,46,4,,,
2019110,19/110,24/09/2019,2019,09,24,110,43799501,0,0.0,0,0.0,107760,50.5,9600,201.0,640,4264.5,320,4775.0,40,62833.0,6,17,44,45,46,49,41,,,
2019109,19/109,22/09/2019,2019,09,22,109,36520954,0,0.0,0,0.0,106880,49.0,9600,106.5,640,2369.0,320,2913.6,40,46540.2,3,28,39,40,42,44,37,,,
2019108,19/108,19/09/2019,2019,09,19,108,43030039,9528260,1.5,2097460,1.0,84100,66.5,9600,173.5,640,3340.0,320,4834.4,40,62998.9,8,17,34,39,42,44,7,,,
2019107,19/107,17/09/2019,2019,09,17,107,39022038,0,0.0,340800,4.5,46730,87.5,9600,260.7,640,4119.0,320,6130.5,40,68394.4,12,20,22,26,30,36,2,,,
2019106,19/106,14/09/2019,2019,09,14,106,34151015,3200000,2.5,185340,0.5,19200,291.7,9600,163.0,640,8705.9,320,3876.5,40,98209.9,1,4,7,12,19,28,43,,,
2019105,19/105,12/09/2019,2019,09,12,105,85805994,51826970,1.0,2463080,1.5,55820,176.5,9600,428.5,640,8543.6,320,11896.6,40,146997.9,5,23,24,25,31,33,7,,,
2019104,19/104,10/09/2019,2019,09,10,104,159593779,81486160,0.5,1023150,7.0,65070,293.5,9600,774.5,640,14966.5,320,17831.5,40,274788.1,11,12,13,28,43,49,47,MAF,Mid-Autumn Festival Snowball,中秋金多寶
2019103,19/103,07/09/2019,2019,09,07,103,34559909,0,0.0,411060,3.0,56210,58.5,9600,245.0,640,3992.7,320,5865.6,40,71088.5,7,8,12,25,43,45,13,,,
2019102,19/102,05/09/2019,2019,09,05,102,55921774,38053270,1.0,2836580,1.0,100850,75.0,9600,175.0,640,4278.0,320,5045.2,40,84613.8,3,4,18,29,41,44,39,,,
2019101,19/101,03/09/2019,2019,09,03,101,53161464,0,0.0,2352780,0.5,84210,74.5,9600,255.9,640,4665.4,320,7528.9,40,90472.3,2,8,17,24,27,39,10,,,
2019100,19/100,31/08/2019,2019,08,31,100,44345050,0,0.0,1016770,2.0,74280,73.0,9600,168.0,640,4181.8,320,5823.0,40,72398.9,1,6,14,24,32,44,5,,,
2019099,19/099,29/08/2019,2019,08,29,099,41045851,0,0.0,0,0.0,58960,81.5,9600,198.5,640,3878.0,320,5693.7,40,68840.3,8,24,26,37,38,44,18,,,
2019098,19/098,27/08/2019,2019,08,27,098,37671120,0,0.0,489370,3.5,71360,64.0,9600,176.0,640,3153.5,320,5493.8,40,58210.4,6,18,29,33,43,46,16,,,
2019097,19/097,24/08/2019,2019,08,24,097,42049085,17193110,1.0,1835580,0.5,58620,83.5,9600,179.0,640,4662.0,320,5162.2,40,72625.2,1,10,21,31,47,49,13,,,
2019096,19/096,22/08/2019,2019,08,22,096,41676385,0,0.0,163830,7.5,38550,85.0,9600,495.7,640,6098.5,320,10603.4,40,72931.9,1,4,5,6,42,43,8,,,
2019095,19/095,20/08/2019,2019,08,20,095,38247961,0,0.0,878660,2.0,59310,79.0,9600,156.5,640,3394.7,320,5091.2,40,61888.4,12,15,16,23,32,35,2,,,
2019094,19/094,17/08/2019,2019,08,17,094,44602900,20469990,1.0,2007260,0.7,73320,73.0,9600,188.0,640,4105.5,320,6417.1,40,72364.3,4,9,20,26,32,44,11,,,
2019093,19/093,15/08/2019,2019,08,15,093,53563246,28896420,0.5,646580,3.5,42490,142.0,9600,302.5,640,5754.0,320,6946.0,40,88393.7,2,13,23,35,38,46,17,,,
2019092,19/092,13/08/2019,2019,08,13,092,67173592,44214550,0.5,566000,5.0,51860,145.5,9600,392.5,640,6548.6,320,10029.9,40,109309.6,10,14,16,29,30,43,11,,,
2019091,19/091,10/08/2019,2019,08,10,091,53151958,0,0.0,0,0.0,111510,64.0,9600,176.0,640,4174.5,320,5554.5,40,73886.0,15,22,42,44,48,49,6,,,
2019090,19/090,08/08/2019,2019,08,08,090,50283064,0,0.0,798030,2.5,33880,157.0,9600,205.5,640,6756.3,320,5671.6,40,110628.6,8,9,19,25,30,44,37,,,
2019089,19/089,06/08/2019,2019,08,06,089,45824552,0,0.0,1072770,2.0,72420,79.0,9600,171.0,640,4075.8,320,5598.9,40,74627.8,5,6,15,21,22,37,36,,,
2019088,19/088,03/08/2019,2019,08,03,088,40141822,0,0.0,1991680,1.0,107290,49.5,9600,130.5,640,3279.5,320,4063.2,40,60840.1,23,24,27,28,37,43,16,,,
2019087,19/087,01/08/2019,2019,08,01,087,37451568,13243290,0.5,388390,4.5,75170,62.0,9600,167.5,640,3224.0,320,4379.8,40,58670.3,13,18,20,21,43,49,30,,,
2019086,19/086,30/07/2019,2019,07,30,086,37958977,0,0.0,2033230,1.0,157150,34.5,9600,102.0,640,2517.2,320,3302.4,40,48883.6,3,16,19,22,41,44,29,,,
2019085,19/085,27/07/2019,2019,07,27,085,68910770,48857920,1.0,1077060,3.0,90700,95.0,9600,295.5,640,5877.1,320,8753.2,40,103523.5,4,14,19,24,39,45,8,,,
2019084,19/084,25/07/2019,2019,07,25,084,139332117,78328720,0.5,1110830,5.5,57970,281.0,9600,531.0,640,14976.0,320,15569.0,40,270405.6,7,10,11,16,18,35,43,SMR,Summer Snowball,暑期金多寶
2019083,19/083,23/07/2019,2019,07,23,083,44240595,0,0.0,0,0.0,93730,63.5,9600,136.5,640,3318.8,320,4865.0,40,63655.9,14,19,25,38,39,42,46,,,
2019082,19/082,20/07/2019,2019,07,20,082,33637960,0,0.0,0,0.0,118910,37.5,9600,140.0,640,2392.0,320,3620.0,40,47017.1,26,27,30,33,44,47,37,,,
2019081,19/081,18/07/2019,2019,07,18,081,56304815,23564150,1.5,284230,6.5,26920,183.0,9600,423.2,640,7545.2,320,10065.5,40,118925.6,2,4,8,11,17,31,19,,,
2019080,19/080,16/07/2019,2019,07,16,080,54932189,0,0.0,1721370,1.5,67170,102.5,9600,254.5,640,4421.6,320,6583.3,40,84187.6,6,16,22,28,37,45,13,,,
2019079,19/079,13/07/2019,2019,07,13,079,46311996,0,0.0,592710,4.0,114950,55.0,9600,160.5,640,3251.0,320,4744.9,40,62495.0,12,14,32,35,38,46,16,,,
2019078,19/078,11/07/2019,2019,07,11,078,42641377,0,0.0,1983270,1.0,77540,68.2,9600,152.5,640,3760.8,320,5199.2,40,74055.3,3,6,26,27,32,49,29,,,
2019077,19/077,09/07/2019,2019,07,09,077,39259991,0,0.0,1990230,0.5,134360,39.5,9600,139.5,640,2698.0,320,4239.6,40,54932.7,3,5,20,31,39,42,25,,,
2019076,19/076,06/07/2019,2019,07,06,076,40705997,11600520,1.0,120010,10.0,21470,149.0,9600,363.9,640,7329.1,320,7729.6,40,106097.7,7,8,10,11,28,42,29,,,
2019075,19/075,04/07/2019,2019,07,04,075,35274402,0,0.0,403860,3.5,49270,76.5,9600,191.0,640,3835.4,320,5561.7,40,65618.9,1,2,12,15,24,44,14,,,
2019074,19/074,02/07/2019,2019,07,02,074,85374919,69037880,1.0,814200,5.5,129090,92.5,9600,281.0,640,5579.5,320,7886.5,40,112585.0,13,14,15,42,45,48,2,,,
2019073,19/073,29/06/2019,2019,06,29,073,70723992,0,0.0,1686990,2.0,89970,100.0,9600,279.0,640,5804.5,320,7685.0,40,115514.0,9,13,22,29,31,46,45,,,
2019072,19/072,27/06/2019,2019,06,27,072,63771451,0,0.0,1301800,2.5,89010,97.5,9600,230.0,640,4361.5,320,6777.5,40,85645.3,12,20,33,42,46,47,27,,,
2019071,19/071,25/06/2019,2019,06,25,071,57513294,0,0.0,1838800,1.5,107370,68.5,9600,268.5,640,4368.4,320,6744.6,40,82971.3,23,25,29,32,40,46,13,,,
2019070,19/070,22/06/2019,2019,06,22,070,48282428,0,0.0,1508340,1.5,74480,81.0,9600,192.5,640,4650.0,320,4940.2,40,77312.0,13,29,30,33,43,47,16,,,
2019069,19/069,20/06/2019,2019,06,20,069,61897105,41311520,0.5,737130,3.5,44760,153.7,9600,265.0,640,7352.8,320,7527.0,40,121626.1,9,11,15,21,25,33,46,,,
2019068,19/068,18/06/2019,2019,06,18,068,57597729,0,0.0,550260,4.5,75460,87.5,9600,307.0,640,5710.0,320,7649.8,40,97816.0,18,23,26,29,35,48,36,,,
2019067,19/067,15/06/2019,2019,06,15,067,48088558,0,0.0,1483980,1.5,87930,67.5,9600,205.0,640,3948.2,320,6382.5,40,78077.5,7,8,17,30,42,44,24,,,
2019066,19/066,13/06/2019,2019,06,13,066,44754043,0,0.0,1020220,2.0,74020,73.5,9600,168.5,640,4404.8,320,4714.5,40,81839.2,3,6,21,31,33,38,45,,,
2019065,19/065,11/06/2019,2019,06,11,065,49217420,26687540,0.5,2322390,1.0,85420,72.5,9600,192.5,640,3899.2,320,6645.8,40,77334.8,8,19,20,21,25,37,13,,,
2019064,19/064,09/06/2019,2019,06,09,064,62574092,39440730,0.5,2761510,1.0,58670,125.5,9600,253.0,640,6706.3,320,6567.5,40,118417.2,3,8,24,27,28,49,44,,,
2019063,19/063,06/06/2019,2019,06,06,063,55692553,0,0.0,1368120,2.0,77620,94.0,9600,228.9,640,4174.5,320,5983.8,40,81105.5,6,13,21,24,32,47,38,,,
2019062,19/062,04/06/2019,2019,06,04,062,52658818,0,0.0,1813250,1.5,103610,70.0,9600,167.5,640,3714.3,320,5312.0,40,70622.5,16,21,24,28,37,40,48,,,
2019061,19/061,01/06/2019,2019,06,01,061,43755700,0,0.0,386400,2.5,19200,252.0,9600,254.5,640,10034.8,320,5226.3,40,88176.3,3,13,19,23,35,43,26,,,
2019060,19/060,30/05/2019,2019,05,30,060,41834692,0,0.0,1630860,1.0,36850,118.0,9600,225.7,640,5747.5,320,5850.7,40,73142.1,12,15,16,31,36,46,3,,,
2019059,19/059,28/05/2019,2019,05,28,059,44170262,13994300,0.5,1332060,1.5,76110,70.0,9600,263.5,640,3466.5,320,5972.5,40,63861.6,22,29,37,42,45,49,47,,,
2019058,19/058,25/05/2019,2019,05,25,058,33773390,0,0.0,1697140,1.0,98380,46.0,9600,116.5,640,2370.1,320,3799.8,40,48828.4,12,14,23,30,40,48,1,,,
2019057,19/057,23/05/2019,2019,05,23,057,54680195,29224510,1.0,654570,3.5,51990,117.5,9600,297.5,640,5528.7,320,7548.6,40,98337.0,11,13,14,17,33,43,27,,,
2019056,19/056,21/05/2019,2019,05,21,056,48404885,0,0.0,2342320,0.5,83280,75.0,9600,164.0,640,4084.5,320,5155.3,40,78513.5,4,7,21,24,35,41,18,,,
2019055,19/055,19/05/2019,2019,05,19,055,44049784,0,0.0,683700,3.0,59450,92.0,9600,148.0,640,4452.9,320,3961.4,40,80551.5,1,2,9,16,30,41,35,,,
2019054,19/054,16/05/2019,2019,05,16,054,36798568,0,0.0,748490,2.0,32320,123.5,9600,165.5,640,4638.9,320,4232.7,40,74802.0,1,4,7,23,37,38,34,,,
2019053,19/053,14/05/2019,2019,05,14,053,119440093,72889260,1.0,635210,9.0,78990,193.0,9600,471.0,640,9663.7,320,14525.9,40,181516.3,10,12,14,30,37,41,5,,,
2019052,19/052,09/05/2019,2019,05,09,052,81166924,0,0.0,911520,3.5,61640,138.0,9600,510.9,640,7705.4,320,15768.4,40,139392.0,3,4,5,24,29,32,2,,,
2019051,19/051,07/05/2019,2019,05,07,051,72202961,0,0.0,2489190,1.5,126830,78.5,9600,253.0,640,4550.7,320,8045.7,40,92997.2,6,12,35,39,42,44,22,,,
2019050,19/050,04/05/2019,2019,05,04,050,56573717,0,0.0,0,0.0,107020,69.5,9600,186.0,640,4882.0,320,5196.7,40,88574.5,6,13,19,20,24,35,43,,,
2019049,19/049,02/05/2019,2019,05,02,049,51528504,0,0.0,473000,5.0,92060,68.5,9600,248.5,640,4017.0,320,7372.5,40,79589.5,1,6,19,23,45,47,49,,,
2019048,19/048,30/04/2019,2019,04,30,048,49221733,0,0.0,931580,2.5,105260,59.0,9600,177.5,640,4353.0,320,5628.5,40,80668.1,1,29,32,43,45,49,5,,,
2019047,19/047,27/04/2019,2019,04,27,047,36325619,0,0.0,0,0.0,110980,41.5,9600,146.8,640,2879.0,320,4550.6,40,56352.0,2,8,14,21,32,35,4,,,
2019046,19/046,25/04/2019,2019,04,25,046,143023921,50106390,1.5,979980,6.5,64830,262.0,9600,667.0,640,13334.9,320,18604.8,40,241892.0,11,13,18,21,28,34,19,,,
2019045,19/045,20/04/2019,2019,04,20,045,209508461,112099610,0.5,1382780,7.5,97720,283.0,9600,846.0,640,15257.7,320,23845.2,40,291002.8,28,30,32,37,39,47,23,,,
2019044,19/044,16/04/2019,2019,04,16,044,153188091,0,0.0,1165930,6.0,84790,220.0,9600,659.5,640,13852.7,320,19779.1,40,248635.2,11,20,30,32,33,43,34,EAS,Easter Snowball,復活節金多寶
2019043,19/043,13/04/2019,2019,04,13,043,54237186,0,0.0,0,0.0,88150,75.5,9600,280.5,640,4173.1,320,7483.3,40,81117.0,3,15,22,35,40,49,39,,,
2019042,19/042,11/04/2019,2019,04,11,042,51638562,0,0.0,723070,3.5,111540,60.5,9600,203.9,640,3979.0,320,6132.5,40,71949.7,6,18,32,38,41,45,33,,,
2019041,19/041,09/04/2019,2019,04,09,041,49790907,0,0.0,875720,2.5,46510,125.5,9600,248.0,640,5038.2,320,5741.0,40,85146.6,3,14,17,23,32,43,36,,,
2019040,19/040,06/04/2019,2019,04,06,040,38962780,0,0.0,2073190,0.5,113990,48.5,9600,116.5,640,2495.4,320,3621.0,40,49436.9,8,21,34,37,41,45,49,,,
2019039,19/039,04/04/2019,2019,04,04,039,35802711,0,0.0,1855930,1.0,122200,40.5,9600,132.0,640,2270.0,320,3693.9,40,45870.2,29,34,38,42,44,47,36,,,
2019038,19/038,02/04/2019,2019,04,02,038,62126741,18427630,2.0,2278240,1.0,53290,142.5,9600,232.0,640,6290.2,320,6516.0,40,108683.9,6,10,15,21,24,28,49,,,
2019037,19/037,30/03/2019,2019,03,30,037,47875528,0,0.0,2414840,1.0,85860,75.0,9600,182.0,640,3551.4,320,4426.4,40,68127.2,15,17,18,37,39,49,31,,,
2019036,19/036,28/03/2019,2019,03,28,036,46559924,0,0.0,792220,3.0,100600,63.0,9600,137.5,640,3446.0,320,4301.4,40,70721.1,3,5,17,23,41,44,40,,,
2019035,19/035,26/03/2019,2019,03,26,035,54025291,26735420,0.5,345010,6.5,78680,76.0,9600,351.7,640,4520.4,320,9468.0,40,86126.8,2,3,10,21,31,35,11,,,
2019034,19/034,23/03/2019,2019,03,23,034,44411661,0,0.0,1067810,2.0,121170,47.0,9600,183.5,640,3242.7,320,5726.5,40,66681.9,10,11,15,39,46,49,21,,,
2019033,19/033,21/03/2019,2019,03,21,033,42006379,0,0.0,953700,2.0,53260,95.5,9600,172.5,640,3978.5,320,4941.5,40,73156.2,7,12,22,32,37,45,47,,,
2019032,19/032,19/03/2019,2019,03,19,032,45875409,15756940,0.5,1176430,2.0,110070,57.0,9600,151.5,640,3352.4,320,4207.4,40,64732.9,4,18,23,38,40,46,15,,,
2019031,19/031,16/03/2019,2019,03,16,031,34878023,0,0.0,1396700,0.5,34640,107.5,9600,173.0,640,4038.5,320,5235.3,40,67027.3,5,9,12,23,31,43,29,,,
2019030,19/030,14/03/2019,2019,03,14,030,48529402,23215520,1.0,305240,8.0,73990,88.0,9600,158.5,640,3710.7,320,4536.3,40,74193.4,4,10,25,28,40,43,39,,,
2019029,19/029,12/03/2019,2019,03,12,029,46481276,0,0.0,2197350,1.0,69750,84.0,9600,167.5,640,4398.5,320,4441.0,40,78946.9,6,21,27,33,38,47,46,,,
2019028,19/028,09/03/2019,2019,03,09,028,36634886,0,0.0,706320,2.5,65400,72.0,9600,136.0,640,3291.7,320,4187.4,40,52354.0,13,32,34,35,41,46,30,,,
2019027,19/027,07/03/2019,2019,03,07,027,36205355,8000000,0.5,937540,2.0,96150,52.0,9600,92.0,640,2736.7,320,3115.7,40,54554.8,8,15,17,23,39,44,40,,,
2019026,19/026,05/03/2019,2019,03,05,026,43441300,14621280,1.0,2207090,1.0,95700,61.5,9600,134.5,640,3233.3,320,4274.5,40,64018.7,10,16,28,32,34,49,45,,,
2019025,19/025,03/03/2019,2019,03,03,025,39138745,0,0.0,1009090,2.0,128130,42.0,9600,156.5,640,2480.0,320,4097.6,40,48721.4,21,24,26,35,44,47,8,,,
2019024,19/024,28/02/2019,2019,02,28,024,50826751,22009110,1.0,978920,2.5,67980,96.0,9600,182.0,640,4328.9,320,6038.1,40,76690.1,22,24,25,30,32,43,11,,,
2019023,19/023,26/02/2019,2019,02,26,023,47922981,0,0.0,1111200,2.0,89110,66.5,9600,168.0,640,4341.2,320,5502.9,40,86124.3,9,12,13,19,21,46,15,,,
2019022,19/022,23/02/2019,2019,02,23,022,37646852,0,0.0,921500,2.0,94510,52.0,9600,172.0,640,2493.0,320,4740.4,40,51593.7,13,14,15,21,33,49,1,,,
2019021,19/021,21/02/2019,2019,02,21,021,39151016,8000000,1.0,0,0.0,76340,68.0,9600,133.0,640,3150.0,320,3964.5,40,57968.3,16,29,36,39,42,49,34,,,
2019020,19/020,19/02/2019,2019,02,19,020,54279391,9456870,2.0,992510,2.0,21690,244.0,9600,263.0,640,8435.3,320,5852.9,40,124304.5,2,5,8,13,16,33,41,,,
2019019,19/019,16/02/2019,2019,02,16,019,44956024,0,0.0,165680,8.0,20140,175.5,9600,633.2,640,7452.0,320,12472.6,40,110653.0,3,7,8,17,19,23,12,,,
2019018,19/018,14/02/2019,2019,02,14,018,41262549,0,0.0,1964380,0.5,94380,55.5,9600,174.0,640,3234.0,320,4922.9,40,64379.0,5,8,16,20,43,46,11,,,
2019017,19/017,12/02/2019,2019,02,12,017,43758050,8000000,1.0,712930,3.0,75040,76.0,9600,179.5,640,3357.5,320,4904.4,40,62975.6,9,17,26,31,32,40,27,,,
2019016,19/016,09/02/2019,2019,02,09,016,295210446,16661140,6.0,426780,19.5,19200,2470.0,9600,1437.0,640,43397.0,320,30893.2,40,481568.8,1,19,29,34,39,49,43,CNY,Chinese New Year Snowball,新春金多寶
2019015,19/015,06/02/2019,2019,02,06,015,40438840,0,0.0,238450,5.0,27290,116.5,9600,430.2,640,4764.3,320,10338.3,40,75011.5,2,4,11,15,19,29,1,,,
2019014,19/014,03/02/2019,2019,02,03,014,96735350,57113160,1.0,2259450,2.0,76310,157.9,9600,342.0,640,9286.7,320,10279.7,40,165382.6,5,6,13,19,34,35,39,,,
2019013,19/013,31/01/2019,2019,01,31,013,70840561,0,0.0,491550,6.5,67080,127.0,9600,316.5,640,6825.0,320,8134.2,40,120932.9,18,22,26,31,33,41,27,,,
2019012,19/012,29/01/2019,2019,01,29,012,62109172,0,0.0,1059880,3.0,103400,82.0,9600,189.5,640,4487.9,320,6163.5,40,89523.7,3,10,14,24,32,45,29,,,
2019011,19/011,26/01/2019,2019,01,26,011,47294425,0,0.0,564250,4.5,150460,45.0,9600,142.0,640,2944.0,320,4370.2,40,57281.0,14,27,29,41,45,46,21,,,
2019010,19/010,24/01/2019,2019,01,24,010,44236976,0,0.0,2293390,1.0,143890,42.5,9600,137.5,640,2916.5,320,4525.5,40,61296.0,11,18,33,41,43,46,36,,,
2019009,19/009,22/01/2019,2019,01,22,009,39346968,0,0.0,0,0.0,103170,50.0,9600,128.5,640,3242.0,320,3608.5,40,65297.7,3,19,25,30,33,48,44,,,
2019008,19/008,19/01/2019,2019,01,19,008,48310598,11627890,2.0,765870,3.0,53510,114.5,9600,214.0,640,4040.5,320,5708.8,40,69701.6,13,24,31,34,44,47,8,,,
2019007,19/007,17/01/2019,2019,01,17,007,44649754,0,0.0,624610,3.5,77210,75.5,9600,174.5,640,3627.0,320,4659.4,40,65190.4,16,18,28,35,36,41,37,,,
2019006,19/006,15/01/2019,2019,01,15,006,36414274,0,0.0,0,0.0,98190,49.0,9600,150.0,640,2569.0,320,4331.7,40,49354.5,10,16,17,33,44,48,7,,,
2019005,19/005,13/01/2019,2019,01,13,005,47666641,16750570,1.0,656920,3.5,98890,62.0,9600,200.5,640,3760.0,320,5244.4,40,72156.8,10,18,35,37,48,49,27,,,
2019004,19/004,10/01/2019,2019,01,10,004,48832550,19705660,0.5,745290,3.0,80570,74.0,9600,214.4,640,4297.0,320,5965.6,40,81804.0,6,7,28,31,36,43,23,,,
2019003,19/003,08/01/2019,2019,01,08,003,46530412,0,0.0,370220,4.5,50770,87.5,9600,371.5,640,4683.3,320,9811.2,40,80449.2,4,5,12,23,30,40,10,,,
2019002,19/002,05/01/2019,2019,01,05,002,35071980,0,0.0,1570090,1.0,100880,41.5,9600,196.5,640,2943.1,320,4666.1,40,54330.6,12,13,16,19,23,45,2,,,
2019001,19/001,03/01/2019,2019,01,03,001,176446163,56073510,1.5,765400,10.5,68910,311.0,9600,750.0,640,16038.5,320,22276.2,40,295264.1,8,23,25,30,32,45,24,SBD,New Year Snowball,新年金多寶
2018149,18/149,30/12/2018,2018,12,30,149,57443763,0,0.0,892540,3.0,89250,80.0,9600,241.5,640,5047.1,320,6287.5,40,96070.2,6,7,13,33,35,46,43,,,
2018148,18/148,27/12/2018,2018,12,27,148,47126979,0,0.0,0,0.0,72990,80.5,9600,170.0,640,4489.8,320,4749.5,40,81979.4,1,4,17,22,23,35,37,,,
2018147,18/147,25/12/2018,2018,12,25,147,43260043,0,0.0,0,0.0,94400,59.5,9600,212.5,640,3167.6,320,4881.6,40,57466.5,2,14,16,32,41,47,23,,,
2018146,18/146,22/12/2018,2018,12,22,146,35124564,0,0.0,826620,2.0,87300,50.5,9600,142.0,640,3108.5,320,3887.0,40,56475.5,7,20,33,46,48,49,4,,,
2018145,18/145,20/12/2018,2018,12,20,145,36297083,8000000,1.0,464330,2.0,19200,193.0,9600,139.9,640,7593.2,320,4355.8,40,96243.0,4,7,8,12,13,26,42,,,
2018144,18/144,18/12/2018,2018,12,18,144,54459223,13029820,2.0,1694450,0.5,30360,186.0,9600,233.5,640,7995.3,320,5823.2,40,116725.3,1,10,11,13,30,33,45,,,
2018143,18/143,15/12/2018,2018,12,15,143,43207848,0,0.0,2026450,0.5,109160,49.5,9600,182.0,640,3484.7,320,5711.3,40,67035.3,5,10,30,33,36,37,22,,,
2018142,18/142,13/12/2018,2018,12,13,142,41324095,0,0.0,522700,3.5,56400,86.5,9600,151.5,640,4868.9,320,4075.5,40,75938.6,1,15,21,23,24,33,39,,,
2018141,18/141,11/12/2018,2018,12,11,141,44543443,13401630,0.5,746180,2.0,47090,84.5,9600,358.5,640,5229.1,320,8691.8,40,88767.8,7,8,10,20,33,42,22,,,
2018140,18/140,08/12/2018,2018,12,08,140,33230965,0,0.0,1849020,0.5,113350,43.5,9600,82.5,640,1805.5,320,2680.0,40,39840.5,20,27,29,40,45,48,43,,,
2018139,18/139,06/12/2018,2018,12,06,139,93325843,68983460,1.0,2247990,2.0,93300,128.5,9600,413.5,640,7175.5,320,11153.4,40,133184.1,8,20,32,40,44,46,34,,,
2018138,18/138,04/12/2018,2018,12,04,138,84935893,0,0.0,396630,9.5,66980,150.0,9600,372.5,640,8029.1,320,10793.3,40,152307.7,8,11,14,20,22,31,19,,,
2018137,18/137,01/12/2018,2018,12,01,137,63629516,0,0.0,1995980,1.5,84040,95.0,9600,361.0,640,4897.1,320,6318.0,40,95113.8,2,20,29,32,38,39,47,,,
2018136,18/136,29/11/2018,2018,11,29,136,57384811,0,0.0,1129210,2.5,87030,86.5,9600,209.0,640,4503.9,320,6518.9,40,83280.4,14,25,31,34,36,43,35,,,
2018135,18/135,27/11/2018,2018,11,27,135,50896557,0,0.0,495790,4.0,19210,275.2,9600,260.5,640,6688.6,320,6446.0,40,102779.0,7,8,15,27,29,38,39,,,
2018134,18/134,24/11/2018,2018,11,24,134,43749802,0,0.0,719920,2.5,48970,98.0,9600,225.5,640,4867.4,320,5389.3,40,85874.5,3,8,13,25,30,34,32,,,
2018133,18/133,22/11/2018,2018,11,22,133,40287125,0,0.0,0,0.0,81440,60.5,9600,154.5,640,3807.3,320,4663.9,40,70132.1,15,16,18,22,26,48,34,,,
2018132,18/132,20/11/2018,2018,11,20,132,37366055,0,0.0,1873350,1.0,112260,44.5,9600,121.5,640,2920.3,320,3572.7,40,56869.4,4,12,14,17,29,35,38,,,
2018131,18/131,17/11/2018,2018,11,17,131,33350413,8000000,1.0,1502440,0.5,77790,51.5,9600,147.0,640,3086.5,320,3868.7,40,59444.4,5,9,12,14,42,43,45,,,
2018130,18/130,15/11/2018,2018,11,15,130,47672483,11485480,2.0,2013190,1.0,138360,48.5,9600,128.5,640,3282.4,320,4127.2,40,66305.1,2,10,29,32,40,41,44,,,
2018129,18/129,13/11/2018,2018,11,13,129,41521595,0,0.0,2029230,1.0,104060,52.0,9600,159.0,640,3272.4,320,4371.9,40,63393.5,8,22,30,34,35,37,29,,,
2018128,18/128,11/11/2018,2018,11,11,128,35329061,0,0.0,1660960,0.5,92270,48.0,9600,111.0,640,3110.9,320,5022.2,40,56144.9,6,24,26,36,44,49,8,,,
2018127,18/127,08/11/2018,2018,11,08,127,56841719,33142540,1.0,733610,4.0,119460,65.5,9600,184.0,640,3940.5,320,5475.0,40,78909.7,9,16,22,24,40,47,17,,,
2018126,18/126,06/11/2018,2018,11,06,126,50349422,0,0.0,0,0.0,58080,100.5,9600,245.5,640,4755.7,320,7589.1,40,83048.3,1,8,22,23,46,47,12,,,
2018125,18/125,03/11/2018,2018,11,03,125,38826786,0,0.0,0,0.0,72730,69.5,9600,130.5,640,3313.0,320,4003.0,40,60623.1,4,19,24,38,39,44,46,,,
2018124,18/124,01/11/2018,2018,11,01,124,34315573,0,0.0,1586360,1.0,69340,61.0,9600,143.2,640,2821.5,320,4798.7,40,54816.1,9,13,15,16,20,32,12,,,
2018123,18/123,30/10/2018,2018,10,30,123,139409881,77995180,1.0,1499590,4.0,50940,314.0,9600,642.0,640,14783.1,320,16659.6,40,259539.6,4,7,10,22,34,42,38,STE,Halloween Snowball,萬聖節金多寶
2018122,18/122,27/10/2018,2018,10,27,122,37596128,0,0.0,0,0.0,99520,50.5,9600,106.0,640,3137.6,320,3662.0,40,57428.8,1,5,15,39,45,47,43,,,
2018121,18/121,25/10/2018,2018,10,25,121,34570196,0,0.0,1649920,1.0,70390,62.5,9600,142.5,640,2962.0,320,3748.2,40,52935.4,6,13,20,25,27,29,21,,,
2018120,18/120,23/10/2018,2018,10,23,120,59120983,32435310,1.0,1454710,2.0,93470,83.0,9600,208.0,640,4794.6,320,6091.2,40,89905.9,6,17,20,34,36,44,15,,,
2018119,18/119,20/10/2018,2018,10,20,119,56673773,0,0.0,852890,3.0,83200,82.0,9600,284.0,640,4815.4,320,7728.2,40,89441.6,10,13,22,25,40,42,5,,,
