index,id,date,year,month,.day,yid,inv,p1,p1u,p2,p2u,p3,p3u,p4,p4u,p5,p5u,p6,p6u,p7,p7u,ball1,ball2,ball3,ball4,ball5,ball6,ball7,sbcode,sbnameE,sbnameC
2006016,06/016,07/02/2006,2006,02,07,016,34613128,0,0.0,1830305,1.0,54840,89.0,4800,209.0,320,5090.0,160,6060.0,20,98450.6,5,12,15,24,40,41,44,,,
2006015,06/015,04/02/2006,2006,02,04,015,30446888,5000000,1.0,1631915,1.0,54395,80.0,4800,179.0,320,4377.0,160,5529.0,20,79925.8,19,34,39,40,41,45,23,,,
2006014,06/014,02/02/2006,2006,02,02,014,62466078,24043420,1.0,409050,7.0,33635,227.0,4800,540.0,320,11878.4,160,15270.0,20,218468.2,3,4,5,20,23,37,38,,,
2006013,06/013,30/01/2006,2006,01,30,013,38003737,0,0.0,418185,4.0,27030,165.0,4800,339.0,320,8282.2,160,9300.0,20,138271.8,9,21,22,33,35,48,43,,,
2006012,06/012,28/01/2006,2006,01,28,012,35539044,0,0.0,301945,6.0,44730,108.0,4800,266.0,320,5488.2,160,7178.2,20,101132.8,16,22,27,30,39,41,40,,,
2006011,06/011,26/01/2006,2006,01,26,011,30503882,0,0.0,1335130,1.0,24720,144.0,4800,250.0,320,6871.6,160,7315.2,20,116595.8,18,22,23,27,28,43,35,,,
2006010,06/010,24/01/2006,2006,01,24,010,137635582,56990395,1.0,904300,7.0,37845,446.0,4800,1314.0,320,24897.0,160,34815.8,20,455057.6,6,14,28,31,33,35,26,CNY,Chinese New Year Snowball,新春金多寶
2006009,06/009,21/01/2006,2006,01,21,009,51774572,25763330,1.0,0,0.0,61735,116.0,4800,335.0,320,7454.6,160,11033.6,20,147430.6,1,7,20,34,40,45,22,,,
2006008,06/008,19/01/2006,2006,01,19,008,45780447,0,0.0,788010,3.0,52975,119.0,4800,321.0,320,6542.0,160,9821.4,20,128463.8,24,26,28,31,44,47,17,,,
2006007,06/007,17/01/2006,2006,01,17,007,38967770,0,0.0,623860,3.0,40575,123.0,4800,330.8,320,6591.4,160,10066.2,20,115926.4,11,13,25,29,38,47,12,,,
2006006,06/006,14/01/2006,2006,01,14,006,27719917,0,0.0,1333350,1.0,30385,117.0,4800,182.0,320,5461.6,160,4969.0,20,99715.8,1,12,19,29,32,34,46,,,
2006005,06/005,12/01/2006,2006,01,12,005,46009958,16496045,1.0,284995,7.0,37995,140.0,4800,617.0,320,7870.2,160,13718.4,20,143476.6,15,24,25,27,36,37,35,,,
2006004,06/004,10/01/2006,2006,01,10,004,35756158,0,0.0,367405,5.0,51565,95.0,4800,211.0,320,5716.8,160,7117.0,20,107931.0,5,21,25,36,38,39,4,,,
2006003,06/003,08/01/2006,2006,01,08,003,27338656,0,0.0,650110,2.0,41770,83.0,4800,214.0,320,5025.2,160,5755.0,20,94311.2,1,10,26,28,38,42,43,,,
2006002,06/002,05/01/2006,2006,01,05,002,125348452,55906115,1.0,617235,10.0,46625,353.0,4800,1036.0,320,19742.0,160,29106.4,20,374720.8,5,10,22,38,44,46,13,,,
2006001,06/001,03/01/2006,2006,01,03,001,79321881,0,0.0,1254730,3.0,34975,287.0,4800,624.0,320,15260.0,160,17278.0,20,260369.4,17,23,24,25,26,38,47,,,
2005155,05/155,31/12/2005,2005,12,31,155,53640389,0,0.0,663400,4.0,40900,173.0,4800,389.0,320,8696.8,160,11469.6,20,172912.4,2,7,11,31,40,43,36,,,
2005154,05/154,29/12/2005,2005,12,29,154,46092704,0,0.0,342215,5.0,24530,186.0,4800,605.4,320,10726.2,160,16004.2,20,186260.0,9,11,21,22,24,41,33,,,
2005153,05/153,27/12/2005,2005,12,27,153,34383594,0,0.0,775010,2.0,43055,96.0,4800,328.0,320,6342.6,160,9773.8,20,114401.2,4,9,17,18,31,43,19,,,
2005152,05/152,24/12/2005,2005,12,24,152,29555274,0,0.0,223475,5.0,19810,150.4,4800,409.0,320,6422.4,160,10916.6,20,109239.8,6,10,19,20,22,36,3,,,
2005151,05/151,22/12/2005,2005,12,22,151,25742609,0,0.0,211555,5.0,25875,109.0,4800,299.0,320,5568.8,160,7311.6,20,96560.2,8,18,19,23,24,42,32,,,
2005150,05/150,20/12/2005,2005,12,20,150,90784905,20583455,2.0,1097240,4.0,42870,273.0,4800,613.0,320,17435.2,160,18124.0,20,307009.0,9,16,19,20,30,43,44,XMS,Christmas Snowball,聖誕金多寶
2005149,05/149,18/12/2005,2005,12,18,149,30637546,10794010,1.0,1514205,1.0,50470,80.0,4800,250.0,320,4679.8,160,7509.4,20,89535.2,1,4,15,22,40,44,2,,,
2005148,05/148,15/12/2005,2005,12,15,148,26285954,0,0.0,0,0.0,47000,71.0,4800,232.0,320,4558.4,160,6425.6,20,81174.2,12,14,19,27,34,43,24,,,
2005147,05/147,13/12/2005,2005,12,13,147,28225703,5000000,1.0,627440,2.0,37180,90.0,4800,296.4,320,4742.8,160,9455.8,20,89648.0,1,6,14,22,33,47,9,,,
2005146,05/146,10/12/2005,2005,12,10,146,28854947,9261250,1.0,1420415,1.0,44040,86.0,4800,218.0,320,4602.0,160,6669.2,20,90668.0,2,9,22,32,35,41,20,,,
2005145,05/145,08/12/2005,2005,12,08,145,26626003,0,0.0,399365,3.0,30425,105.0,4800,204.0,320,5978.6,160,5897.2,20,97681.2,3,9,16,31,36,42,20,,,
2005144,05/144,06/12/2005,2005,12,06,144,33233856,2848825,3.0,39485,19.0,9600,382.8,4800,1003.4,320,11396.0,160,18101.0,20,152984.8,1,2,3,7,14,15,11,,,
2005143,05/143,04/12/2005,2005,12,04,143,25859929,0,0.0,0,0.0,60610,57.0,4800,188.0,320,4012.0,160,5846.4,20,77749.6,9,10,27,32,37,45,4,,,
2005142,05/142,01/12/2005,2005,12,01,142,39793828,16340145,1.0,682940,3.0,52030,105.0,4800,269.0,320,6013.0,160,8371.2,20,112346.6,10,32,33,38,41,47,6,,,
2005141,05/141,29/11/2005,2005,11,29,141,34065174,0,0.0,288535,6.0,44390,104.0,4800,265.0,320,5288.8,160,6845.8,20,96265.2,13,18,24,26,44,45,27,,,
2005140,05/140,26/11/2005,2005,11,26,140,24418475,0,0.0,635770,2.0,48435,70.0,4800,160.0,320,3450.2,160,5152.0,20,68730.4,3,16,25,37,38,45,18,,,
2005139,05/139,24/11/2005,2005,11,24,139,26871556,5000000,1.0,303895,3.0,16490,147.4,4800,368.0,320,7428.6,160,9128.4,20,118558.0,1,4,5,8,13,43,22,,,
2005138,05/138,22/11/2005,2005,11,22,138,41166985,15349620,1.0,656000,3.0,34300,153.0,4800,343.0,320,7136.0,160,9917.6,20,130292.2,12,23,25,31,44,45,3,,,
2005137,05/137,19/11/2005,2005,11,19,137,29621882,0,0.0,493955,3.0,64780,61.0,4800,232.4,320,4189.0,160,7705.2,20,84214.6,2,3,15,30,32,46,23,,,
2005136,05/136,17/11/2005,2005,11,17,136,26836978,0,0.0,127495,7.0,16640,143.0,4800,521.0,320,5812.0,160,10910.6,20,99390.2,4,9,10,14,15,49,5,,,
2005135,05/135,15/11/2005,2005,11,15,135,78345914,16081175,2.0,810820,5.0,45805,236.0,4800,540.0,320,11716.0,160,15599.0,20,220402.8,23,24,26,30,47,49,43,,Tuesday Special Snowball,周二非常金多寶
2005134,05/134,12/11/2005,2005,11,12,134,25568170,0,0.0,430725,3.0,43615,79.0,4800,190.8,320,3872.4,160,5122.0,20,78466.2,1,13,21,22,24,40,27,,,
2005133,05/133,10/11/2005,2005,11,10,133,40343954,15237675,1.0,1994605,1.0,45460,117.0,4800,264.0,320,6852.4,160,8095.8,20,136608.6,7,8,12,37,41,48,40,,,
2005132,05/132,08/11/2005,2005,11,08,132,34372301,0,0.0,354485,4.0,22915,165.0,4800,427.0,320,7315.0,160,10237.8,20,118403.6,3,10,13,35,48,49,33,,,
2005131,05/131,06/11/2005,2005,11,06,131,26815316,0,0.0,1275210,1.0,52315,65.0,4800,217.0,320,4477.4,160,6698.2,20,89644.8,3,11,13,20,38,49,19,,,
2005130,05/130,03/11/2005,2005,11,03,130,45457427,16231640,1.0,333120,6.0,32105,166.0,4800,405.0,320,9512.2,160,12063.4,20,165057.8,1,3,10,31,34,35,27,,,
2005129,05/129,31/10/2005,2005,10,31,129,24168829,0,0.0,0,0.0,71230,49.0,4800,144.0,320,3078.0,160,4630.0,20,62583.6,2,18,30,34,37,41,28,,,
2005128,05/128,29/10/2005,2005,10,29,128,25448172,0,0.0,536415,2.0,38145,75.0,4800,264.0,320,5462.6,160,6997.0,20,95833.6,8,10,11,24,31,37,38,,,
2005127,05/127,27/10/2005,2005,10,27,127,44142684,8314165,2.0,63335,21.0,12710,279.0,4800,1176.0,320,10281.0,160,18973.4,20,151747.0,2,5,13,19,40,49,7,,,
2005126,05/126,25/10/2005,2005,10,25,126,34577075,0,0.0,0,0.0,43765,104.0,4800,256.0,320,5907.2,160,7775.2,20,103627.2,3,12,26,30,39,41,25,,,
2005125,05/125,23/10/2005,2005,10,23,125,29051976,0,0.0,695005,2.0,51480,72.0,4800,208.0,320,4956.4,160,7243.0,20,99023.8,9,25,30,31,35,37,1,,,
2005124,05/124,20/10/2005,2005,10,20,124,34491114,9920930,1.0,0,0.0,34990,125.0,4800,270.0,320,6512.4,160,7646.2,20,113166.8,6,10,22,30,43,44,29,,,
2005123,05/123,18/10/2005,2005,10,18,123,29757338,0,0.0,741055,2.0,54890,72.0,4800,223.0,320,4553.0,160,7042.4,20,89518.6,14,15,18,20,38,42,35,,,
2005122,05/122,15/10/2005,2005,10,15,122,85443354,15563580,3.0,2288620,2.0,52835,231.0,4800,520.0,320,11999.2,160,15126.0,20,228585.4,3,14,17,41,46,47,20,,,
2005121,05/121,13/10/2005,2005,10,13,121,64426518,0,0.0,856855,4.0,55730,164.0,4800,421.0,320,8974.8,160,11864.0,20,171496.4,24,34,35,38,41,47,45,,,
2005120,05/120,11/10/2005,2005,10,11,120,51124756,0,0.0,435980,5.0,34600,168.0,4800,505.0,320,10969.6,160,14382.8,20,187266.0,8,9,16,24,29,48,5,,,
2005119,05/119,08/10/2005,2005,10,08,119,39699544,0,0.0,992025,2.0,44835,118.0,4800,276.0,320,6323.4,160,8715.4,20,123619.0,9,11,15,25,44,48,27,,,
2005118,05/118,06/10/2005,2005,10,06,118,35500668,0,0.0,864140,2.0,40785,113.0,4800,287.0,320,6076.2,160,8440.2,20,105441.8,23,26,27,29,30,45,18,,,
2005117,05/117,04/10/2005,2005,10,04,117,32597835,0,0.0,346875,4.0,23870,155.0,4800,311.0,320,7239.6,160,8429.6,20,124918.6,2,9,16,25,36,38,14,,,
2005116,05/116,30/09/2005,2005,09,30,116,104454578,45986230,1.0,384195,13.0,41105,324.0,4800,930.0,320,17599.2,160,25645.0,20,320170.0,11,14,20,24,25,35,33,,,
2005115,05/115,27/09/2005,2005,09,27,115,62721477,0,0.0,1078880,3.0,57925,149.0,4800,457.0,320,8821.2,160,14009.2,20,170495.8,1,17,20,28,35,43,18,,,
2005114,05/114,25/09/2005,2005,09,25,114,45792104,0,0.0,1038600,2.0,31830,174.0,4800,356.8,320,9149.6,160,11754.4,20,165806.4,1,6,14,19,26,30,17,,,
2005113,05/113,22/09/2005,2005,09,22,113,40828611,0,0.0,615755,3.0,37890,130.0,4800,385.0,320,7826.8,160,9841.4,20,143906.4,2,4,12,13,19,42,39,,,
2005112,05/112,20/09/2005,2005,09,20,112,31740517,0,0.0,502130,3.0,46170,87.0,4800,323.0,320,4346.0,160,10468.8,20,86258.8,4,5,21,26,37,47,7,,,
2005111,05/111,18/09/2005,2005,09,18,111,19761689,0,0.0,99240,6.0,14840,107.0,4800,376.4,320,5287.6,160,10528.2,20,84765.8,3,5,8,14,27,35,9,,,
2005110,05/110,16/09/2005,2005,09,16,110,111761632,14517415,3.0,576005,9.0,36960,374.0,4800,995.0,320,20678.6,160,27682.0,20,368355.8,22,24,28,33,34,42,48,MAF,Mid-Autumn Festival Snowball,中秋金多寶
2005109,05/109,13/09/2005,2005,09,13,109,43895456,0,0.0,572300,4.0,54020,113.0,4800,296.0,320,6720.0,160,7803.4,20,123681.6,16,26,29,39,41,46,34,,,
2005108,05/108,10/09/2005,2005,09,10,108,29837500,0,0.0,0,0.0,59110,68.0,4800,224.0,320,4655.2,160,6088.0,20,88392.2,1,4,19,33,34,40,25,,,
2005107,05/107,08/09/2005,2005,09,08,107,27308419,0,0.0,437440,3.0,33975,103.0,4800,195.0,320,5065.6,160,5089.0,20,98400.0,8,10,13,14,31,48,47,,,
2005106,05/106,06/09/2005,2005,09,06,106,48603639,11859680,2.0,823180,3.0,43900,150.0,4800,275.0,320,8196.4,160,9194.4,20,156457.0,9,15,20,23,39,41,44,,,
2005105,05/105,03/09/2005,2005,09,03,105,36004989,0,0.0,0,0.0,34805,127.0,4800,316.0,320,6869.2,160,8477.4,20,124394.6,7,11,18,34,35,48,42,,,
2005104,05/104,01/09/2005,2005,09,01,104,31543987,0,0.0,779955,2.0,37205,111.8,4800,217.0,320,5319.0,160,7382.6,20,96334.6,4,14,19,21,24,48,10,,,
2005103,05/103,30/08/2005,2005,08,30,103,29587847,0,0.0,1502405,1.0,45015,89.0,4800,226.0,320,4389.8,160,6641.0,20,82769.6,4,9,17,26,40,46,18,,,
2005102,05/102,27/08/2005,2005,08,27,102,26087761,5000000,1.0,297375,4.0,33040,96.0,4800,189.0,320,5633.2,160,5822.0,20,95957.0,1,3,20,23,33,37,14,,,
2005101,05/101,25/08/2005,2005,08,25,101,27586868,5000000,1.0,174375,6.0,25830,108.0,4800,436.0,320,5480.0,160,10029.6,20,97285.2,5,13,20,25,29,39,35,,,
2005100,05/100,23/08/2005,2005,08,23,100,30162895,5000000,1.0,768075,2.0,43120,95.0,4800,206.0,320,4903.8,160,5575.0,20,91304.4,1,3,14,26,36,47,42,,,
2005099,05/099,20/08/2005,2005,08,20,099,29041212,9096335,1.0,437530,2.0,12820,182.0,4800,518.0,320,7759.6,160,12394.6,20,126016.8,3,8,13,17,22,29,18,,,
2005098,05/098,18/08/2005,2005,08,18,098,27822746,0,0.0,0,0.0,78460,50.0,4800,190.0,320,3789.0,160,5111.8,20,76810.4,2,19,24,39,41,49,21,,,
2005097,05/097,16/08/2005,2005,08,16,097,32613147,5897575,1.0,518975,3.0,28050,148.0,4800,230.0,320,6241.0,160,7596.8,20,106686.2,1,11,21,27,37,48,18,,,
2005096,05/096,13/08/2005,2005,08,13,096,26428596,5000000,1.0,0,0.0,23200,141.0,4800,134.0,320,6663.4,160,4443.0,20,99542.4,9,13,32,38,48,49,41,,,
2005095,05/095,11/08/2005,2005,08,11,095,29508140,5000000,1.0,159710,6.0,14355,178.0,4800,495.0,320,7627.2,160,11247.6,20,122436.4,9,11,23,29,33,38,6,,,
2005094,05/094,09/08/2005,2005,08,09,094,31539099,5000000,1.0,259085,5.0,21270,162.4,4800,341.0,320,7243.2,160,8076.4,20,124898.6,9,13,22,35,38,39,4,,,
2005093,05/093,06/08/2005,2005,08,06,093,27779175,5000000,1.0,363035,4.0,40335,96.0,4800,182.0,320,4241.2,160,4806.8,20,79557.6,5,21,33,34,44,45,40,,,
2005092,05/092,04/08/2005,2005,08,04,092,46067837,8607335,2.0,610525,3.0,22930,213.0,4800,529.8,320,11170.8,160,14352.8,20,166641.0,1,7,19,27,38,47,3,,,
2005091,05/091,02/08/2005,2005,08,02,091,37998467,0,0.0,457575,4.0,49300,99.0,4800,383.0,320,5814.4,160,9429.6,20,109543.6,21,25,33,36,42,48,13,,,
2005090,05/090,31/07/2005,2005,07,31,090,24107684,0,0.0,0,0.0,53720,61.0,4800,194.0,320,3355.4,160,5608.2,20,65310.4,5,13,14,33,45,46,25,,,
2005089,05/089,29/07/2005,2005,07,29,089,141718027,32239335,2.0,886610,8.0,48745,388.0,4800,1195.0,320,20953.4,160,34669.4,20,384719.8,25,35,39,42,43,49,5,,,
2005088,05/088,26/07/2005,2005,07,26,088,110121070,0,0.0,549995,8.0,28110,417.4,4800,1347.4,320,22415.0,160,38939.0,20,402682.6,6,12,14,25,27,30,8,,MK6 30th Anniversary Snowball,30周年金多寶
2005087,05/087,23/07/2005,2005,07,23,087,26726938,0,0.0,1155385,1.0,29065,106.0,4800,290.0,320,5208.8,160,7432.6,20,95108.0,7,8,15,22,35,49,17,,,
2005086,05/086,21/07/2005,2005,07,21,086,35386489,9100295,1.0,668405,2.0,25390,140.4,4800,497.0,320,7024.6,160,14683.6,20,127147.0,8,13,15,28,29,48,3,,,
2005085,05/085,19/07/2005,2005,07,19,085,33111477,0,0.0,565535,3.0,55855,81.0,4800,239.8,320,4893.6,160,7214.4,20,92339.0,5,14,26,30,31,42,4,,,
2005084,05/084,16/07/2005,2005,07,16,084,56592701,16191880,2.0,2367575,1.0,41315,191.0,4800,347.0,320,8558.2,160,9886.2,20,167959.0,5,6,17,35,39,49,44,,,
2005083,05/083,14/07/2005,2005,07,14,083,49536718,0,0.0,364110,7.0,49975,136.0,4800,329.0,320,7769.0,160,9911.2,20,141398.4,10,17,18,34,48,49,29,,,
2005082,05/082,12/07/2005,2005,07,12,082,43630720,0,0.0,587655,3.0,26560,177.0,4800,514.0,320,8834.4,160,15362.8,20,158528.0,6,7,18,22,30,34,2,,,
2005081,05/081,09/07/2005,2005,07,09,081,33993399,0,0.0,222885,6.0,27260,130.8,4800,501.0,320,6716.8,160,11354.2,20,119948.8,6,10,16,21,23,39,5,,,
2005080,05/080,07/07/2005,2005,07,07,080,30365847,0,0.0,1500575,1.0,40015,100.0,4800,219.0,320,5215.0,160,6275.6,20,95832.2,4,22,24,30,31,34,17,,,
2005079,05/079,05/07/2005,2005,07,05,079,30689813,5000000,1.0,0,0.0,32815,119.0,4800,197.0,320,6165.0,160,6167.0,20,108461.0,6,9,13,21,41,43,45,,,
2005078,05/078,02/07/2005,2005,07,02,078,74495567,44982630,1.0,934505,4.0,44540,223.8,4800,611.0,320,11131.4,160,16504.2,20,214808.6,2,4,23,32,43,45,42,,,
2005077,05/077,30/06/2005,2005,06,30,077,60958413,0,0.0,723005,4.0,37435,206.0,4800,491.4,320,11135.6,160,14498.8,20,197212.8,4,16,22,27,32,36,17,,,
2005076,05/076,28/06/2005,2005,06,28,076,53576071,0,0.0,1378010,2.0,55255,133.0,4800,373.0,320,8092.0,160,10231.2,20,157890.0,1,23,25,30,32,46,42,,,
2005075,05/075,25/06/2005,2005,06,25,075,40520327,0,0.0,2133010,1.0,53155,107.0,4800,227.0,320,5871.0,160,8129.8,20,116073.2,15,25,33,38,40,49,21,,,
2005074,05/074,23/06/2005,2005,06,23,074,34075855,0,0.0,1808450,1.0,59535,81.0,4800,194.0,320,4537.0,160,7335.2,20,94024.2,2,21,29,38,44,48,10,,,
2005073,05/073,21/06/2005,2005,06,21,073,28296650,0,0.0,627190,2.0,33450,100.0,4800,253.0,320,5904.2,160,7626.6,20,98210.8,11,22,29,31,32,42,3,,,
2005072,05/072,19/06/2005,2005,06,19,072,55088070,12530165,2.0,887750,3.0,51090,139.0,4800,417.0,320,9463.6,160,12944.8,20,177749.8,6,15,18,25,26,47,27,,,
2005071,05/071,16/06/2005,2005,06,16,071,46296818,0,0.0,1114415,2.0,37855,157.0,4800,352.0,320,8457.4,160,10616.4,20,146417.2,5,7,15,35,36,44,4,,,
2005070,05/070,14/06/2005,2005,06,14,070,40462569,0,0.0,1343580,1.0,25055,143.0,4800,680.0,320,8683.6,160,19709.4,20,151105.0,2,5,7,18,22,48,11,,,
2005069,05/069,11/06/2005,2005,06,11,069,25776709,0,0.0,0,0.0,59160,61.0,4800,156.0,320,3811.4,160,4516.0,20,76369.8,11,18,22,29,40,48,44,,,
2005068,05/068,09/06/2005,2005,06,09,068,95339237,22520385,2.0,598910,7.0,27210,410.8,4800,933.0,320,19951.0,160,23877.2,20,337353.0,3,13,27,29,36,37,24,,,
2005067,05/067,07/06/2005,2005,06,07,067,86221704,0,0.0,2077260,2.0,42445,261.0,4800,660.0,320,14560.4,160,19867.0,20,288606.8,10,11,18,26,41,48,27,DBF,Dragon Boat Festival Snowball,端午金多寶
2005066,05/066,04/06/2005,2005,06,04,066,60860944,17013620,2.0,251190,12.0,42080,191.0,4800,558.0,320,8663.0,160,15909.0,20,163055.2,4,20,32,39,40,42,33,,,
2005065,05/065,02/06/2005,2005,06,02,065,49922590,0,0.0,2593995,1.0,56235,123.0,4800,351.0,320,7287.0,160,9559.2,20,140856.4,4,17,20,33,39,43,26,,,
2005064,05/064,31/05/2005,2005,05,31,064,44372359,0,0.0,1084645,2.0,48205,120.0,4800,392.0,320,6661.2,160,11155.2,20,130628.4,11,16,17,19,24,43,13,,,
2005063,05/063,28/05/2005,2005,05,28,063,29194855,0,0.0,0,0.0,56660,67.0,4800,202.0,320,4819.4,160,7373.4,20,93422.6,17,22,23,26,28,46,2,,,
2005062,05/062,26/05/2005,2005,05,26,062,26406072,0,0.0,615700,2.0,36085,91.0,4800,223.0,320,5430.0,160,5447.8,20,87616.4,12,33,39,43,45,49,10,,,
2005061,05/061,24/05/2005,2005,05,24,061,44765457,18737235,1.0,872070,2.0,26730,174.0,4800,565.8,320,10149.4,160,14200.2,20,171743.0,1,11,18,22,23,42,10,,,
2005060,05/060,22/05/2005,2005,05,22,060,36086140,0,0.0,124615,10.0,14650,226.8,4800,577.8,320,9659.8,160,11400.2,20,143231.2,5,6,10,16,20,21,19,,,
2005059,05/059,19/05/2005,2005,05,19,059,30885881,0,0.0,529580,3.0,56485,75.0,4800,228.0,320,4265.4,160,7063.8,20,84999.4,16,18,23,31,34,47,38,,,
2005058,05/058,17/05/2005,2005,05,17,058,25301754,0,0.0,418285,3.0,38910,86.0,4800,225.0,320,3658.8,160,6444.8,20,69277.4,3,14,17,32,39,42,8,,,
2005057,05/057,15/05/2005,2005,05,15,057,30410443,9256990,1.0,354745,4.0,36735,103.0,4800,285.0,320,5119.2,160,8351.2,20,95364.2,7,12,18,33,44,45,32,,,
2005056,05/056,12/05/2005,2005,05,12,056,27027648,0,0.0,442845,3.0,34395,103.0,4800,201.0,320,4742.4,160,5074.0,20,88856.2,2,14,16,23,35,38,47,,,
2005055,05/055,10/05/2005,2005,05,10,055,26893818,5000000,1.0,345060,4.0,49075,75.0,4800,189.0,320,4060.2,160,5371.6,20,78120.6,4,11,14,20,36,41,15,,,
2005054,05/054,08/05/2005,2005,05,08,054,33750443,10132970,1.0,652305,2.0,16410,212.0,4800,307.0,320,9787.4,160,7701.4,20,151766.8,7,9,10,21,39,49,41,,,
2005053,05/053,05/05/2005,2005,05,05,053,27966378,0,0.0,0,0.0,37365,87.0,4800,303.0,320,4983.4,160,8534.4,20,97403.4,9,20,21,22,30,48,6,,,
2005052,05/052,03/05/2005,2005,05,03,052,35024626,5231640,2.0,200620,7.0,20690,181.0,4800,383.0,320,8251.0,160,10548.8,20,133984.8,2,8,16,25,33,37,1,,,
2005051,05/051,30/04/2005,2005,04,30,051,25424550,0,0.0,0,0.0,57480,58.0,4800,201.0,320,4054.6,160,6197.8,20,75660.0,13,16,21,30,36,37,2,,,
2005050,05/050,28/04/2005,2005,04,28,050,34116543,3442325,3.0,159055,8.0,19170,177.0,4800,482.6,320,7836.6,160,11901.8,20,128645.8,2,8,22,36,38,40,5,,,
2005049,05/049,26/04/2005,2005,04,26,049,32186018,0,0.0,397645,4.0,48750,87.0,4800,253.0,320,5112.4,160,7751.8,20,94385.0,12,13,30,36,39,47,8,,,
2005048,05/048,23/04/2005,2005,04,23,048,36284498,14571150,1.0,0,0.0,28960,160.0,4800,268.0,320,7092.8,160,6894.4,20,123836.4,3,9,27,31,38,45,34,,,
2005047,05/047,21/04/2005,2005,04,21,047,33487943,0,0.0,290505,5.0,40345,96.0,4800,311.4,320,6608.8,160,9752.2,20,125058.0,2,3,13,14,17,38,31,,,
2005046,05/046,19/04/2005,2005,04,19,046,27324283,0,0.0,1197060,1.0,35865,89.0,4800,310.0,320,4777.4,160,8335.6,20,91177.4,4,9,22,30,33,35,13,,,
2005045,05/045,17/04/2005,2005,04,17,045,68021348,30196300,1.0,849690,4.0,52690,172.0,4800,503.0,320,10574.0,160,15729.8,20,202638.0,11,15,19,29,42,49,5,SUS,Sunday Special Snowball,周日非常金多寶
2005044,05/044,14/04/2005,2005,04,14,044,29778063,0,0.0,348010,4.0,34055,109.0,4800,224.0,320,7249.0,160,5947.4,20,87740.2,12,17,33,43,45,47,10,,,
2005043,05/043,12/04/2005,2005,04,12,043,29381591,2500000,2.0,0,0.0,17715,165.0,4800,280.0,320,8757.6,160,7037.0,20,136738.0,9,10,22,23,28,36,49,,,
2005042,05/042,10/04/2005,2005,04,10,042,27226926,2500000,2.0,0,0.0,74745,52.0,4800,175.0,320,3227.0,160,6003.8,20,71027.8,3,5,14,40,46,49,6,,,
2005041,05/041,07/04/2005,2005,04,07,041,28944105,2500000,2.0,426960,3.0,29960,114.0,4800,250.0,320,6465.2,160,7121.8,20,101971.8,1,5,24,25,35,49,14,,,
2005040,05/040,05/04/2005,2005,04,05,040,65564891,17206260,2.0,1051980,3.0,38250,220.0,4800,560.0,320,10786.8,160,16492.2,20,200159.6,10,15,25,29,34,37,13,,,
2005039,05/039,02/04/2005,2005,04,02,039,47162649,0,0.0,0,0.0,42760,145.0,4800,309.0,320,8629.0,160,8979.0,20,155905.0,11,12,17,22,31,43,45,,,
2005038,05/038,31/03/2005,2005,03,31,038,40726293,0,0.0,525295,4.0,59605,94.0,4800,273.0,320,5892.0,160,8502.0,20,118687.8,2,12,14,38,39,43,48,,,
2005037,05/037,29/03/2005,2005,03,29,037,32296211,0,0.0,482220,3.0,33545,115.0,4800,340.0,320,6020.0,160,8527.6,20,107336.6,6,9,13,21,46,47,12,,,
2005036,05/036,27/03/2005,2005,03,27,036,25767428,0,0.0,521125,2.0,30540,91.0,4800,292.4,320,5375.0,160,9098.8,20,93185.8,2,5,10,14,29,37,3,,,
2005035,05/035,24/03/2005,2005,03,24,035,28398910,2500000,2.0,122245,7.0,11420,199.8,4800,616.0,320,8353.0,160,12002.2,20,111924.6,2,10,13,22,24,25,5,,,
2005034,05/034,22/03/2005,2005,03,22,034,34284968,9303425,1.0,204925,7.0,24210,158.0,4800,359.2,320,7492.6,160,9743.4,20,127508.4,2,9,10,13,15,24,19,,,
2005033,05/033,20/03/2005,2005,03,20,033,22903092,0,0.0,989260,1.0,30320,87.0,4800,223.0,320,4475.4,160,7120.4,20,81718.8,1,9,21,35,36,47,33,,,
2005032,05/032,18/03/2005,2005,03,18,032,79506344,8231790,4.0,1615895,2.0,46835,230.0,4800,564.0,320,12569.0,160,15280.0,20,240031.0,2,22,25,30,44,48,46,EAS,Easter Snowball,復活節金多寶
2005031,05/031,15/03/2005,2005,03,15,031,32321034,5006035,1.0,1668675,1.0,61800,72.0,4800,207.0,320,4793.0,160,6140.0,20,99086.8,2,6,27,44,45,49,23,,,
2005030,05/030,12/03/2005,2005,03,12,030,26066667,1666665,3.0,69655,10.0,9600,255.2,4800,574.8,320,11187.4,160,10459.0,20,146313.0,3,6,8,11,28,31,19,,,
2005029,05/029,10/03/2005,2005,03,10,029,69756993,35478405,1.0,481445,6.0,24300,317.0,4800,696.0,320,15298.0,160,19099.8,20,283457.8,3,7,8,24,42,49,37,,,
2005028,05/028,08/03/2005,2005,03,08,028,57030265,0,0.0,393110,7.0,43165,170.0,4800,479.0,320,9616.0,160,13726.0,20,174895.0,4,8,17,39,47,48,1,,,
2005027,05/027,06/03/2005,2005,03,06,027,43233973,0,0.0,747145,3.0,44940,133.0,4800,264.0,320,6303.0,160,9040.6,20,127401.8,2,10,16,35,37,45,26,,,
2005026,05/026,03/03/2005,2005,03,03,026,37885140,0,0.0,479140,4.0,54955,93.0,4800,275.0,320,5493.4,160,8818.2,20,111517.8,2,5,25,31,40,43,22,,,
